title,clubName,location,date,lateRegTime,buyIn,guarantee,startingStack,blindDuration,clubLogo,durationDays,isFeatured,hasOverlayWarning,createdAt,updatedAt,id,_createTime,_updateTime,clockUrl,customBgColor,isHot,promotionLevel,pinnedDays,hasLivestream,promoInfo
RPT TIGER CUP - FINAL DAY,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-10T05:00:00.000Z,2026-06-10T05:00:00.000Z,-,5B,-,40,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:04.975Z,2026-05-15T08:26:04.975Z,6r9bourij,2026-05-15T08:26:04.998534Z,2026-05-15T08:26:04.998534Z,,,,,,,
Trò chơi DEEPSTACK 2,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-29T03:30:00.000Z,2026-05-29T08:00:00.000Z,2.8M,200M,25K,25',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:19.722Z,2026-05-29T04:34:40.043Z,6xoas8tra,2026-05-24T17:00:19.738801Z,2026-05-29T04:34:40.072838Z,https://www.facebook.com/61585970653369/videos/2263009421105217,,,,,,
#42 WOMEN'S EVENT,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-25T11:00:00.000Z,2026-05-25T14:00:00.000Z,5.35M + 650K,-,20K,20',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:35.608Z,2026-05-17T18:06:35.608Z,6yics5vc5,2026-05-17T18:06:35.616746Z,2026-05-17T18:06:35.616746Z,,,,,,,
SATELLITE FOR 20M CREDIT TICKET,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-04T14:00:00.000Z,2026-06-04T15:34:00.000Z,"2,300,000",1 SEAT,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:31.226Z,2026-05-15T08:25:31.226Z,70khedpy7,2026-05-15T08:25:31.266052Z,2026-05-15T08:25:31.266052Z,,,,,,,
#36 BIG BUY IN HYPER TURBO,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-24T13:00:00.000Z,2026-05-24T14:34:00.000Z,5.35M + 650K,-,15K,12',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:34.977Z,2026-05-17T18:06:34.977Z,71xzwqc0a,2026-05-17T18:06:34.984202Z,2026-05-17T18:06:34.984202Z,,,,,,,
R - HAPPY MORNING,Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-31T03:30:00.000Z,2026-05-31T08:30:00.000Z,840K,100E,50K,30'-20',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T17:00:01.235Z,2026-05-24T17:00:01.235Z,72916xeox,2026-05-24T17:00:01.244731Z,2026-05-24T17:00:01.244731Z,,,,,,,
Trò chơi DEEPSTACK TURBO 2,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-31T13:30:00.000Z,2026-05-31T14:45:00.000Z,1.5M,30M,30K,15',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:21.429Z,2026-05-24T17:00:21.429Z,746r34el9,2026-05-24T17:00:21.438241Z,2026-05-24T17:00:21.438241Z,,,,,,,
CENTER - P VIOLET VIPER,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-31T04:00:00.000Z,2026-05-31T10:30:00.000Z,2.85M,100e,30K,30'-27',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:59:01.160Z,2026-05-24T16:59:01.160Z,78ncayjm8,2026-05-24T16:59:01.170659Z,2026-05-24T16:59:01.170659Z,,,,,,,
Superstack 8-Max ( 20% ITM ),Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-25T10:30:00.000Z,2026-05-25T14:25:00.000Z,2.3M,30E,40K,30'/20',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:38.746Z,2026-05-24T16:59:38.746Z,7ejwfg6ij,2026-05-24T16:59:38.769838Z,2026-05-24T16:59:38.769838Z,,,,,,,
Trò chơi HYPER AM,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-27T03:00:00.000Z,2026-05-27T05:45:00.000Z,600K,50M,16K,15',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:18.148Z,2026-05-27T04:34:42.188Z,7fy2p0tcu,2026-05-24T17:00:18.158605Z,2026-05-27T04:34:42.212854Z,https://www.facebook.com/100094699112719/videos/1010137594774049,,,,,,
#11 SUPER HYPER TURBO,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-20T14:30:00.000Z,2026-05-20T15:50:00.000Z,2M + 300K,-,12K,10',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:32.193Z,2026-05-17T18:06:32.193Z,7h1vfg1vh,2026-05-17T18:06:32.203085Z,2026-05-17T18:06:32.203085Z,,,,,,,
#38 CHAMPIONSHIP EVENT DAY 1A,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-25T03:00:00.000Z,2026-05-25T09:00:00.000Z,22.35M + 2.65M,-,40K,30',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:35.130Z,2026-05-25T04:06:42.628Z,7jbqkp5gx,2026-05-17T18:06:35.139155Z,2026-05-25T04:06:42.665005Z,https://www.facebook.com/GrandLoyal/videos/2025775211664828,,,,,,
THURSDAY GENESIS,Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-28T04:30:00.000Z,2026-05-28T11:08:00.000Z,2.85M,100E,40K,33'/28',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:40.153Z,2026-05-28T04:49:25.090Z,7n1llhe9n,2026-05-24T16:59:40.163057Z,2026-05-28T04:49:25.126786Z,https://www.facebook.com/quadspokerclub/videos/1679069423284259,,,,,,
SATELLITE TO RPT HIGH ROLLER SINGLE DAY,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-07T03:30:00.000Z,2026-06-07T05:04:00.000Z,"3,700,000",-,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:34.325Z,2026-05-15T08:25:34.325Z,7vifcp0z2,2026-05-15T08:25:34.347238Z,2026-05-15T08:25:34.347238Z,,,,,,,
HEAVEN DEEPSTACK ITM 15%,Heaven Poker Club,"7th Floor, IP3 Building, Imperial Plaza 360 Giai Phong Street, Phuong Liet Ward, Hanoi",2026-05-29T10:00:00.000Z,2026-05-29T14:07:00.000Z,1.2M,30 (Entries),30K,25'-22',https://i.ibb.co/pj7Mnrxk/9c8aa56e97cd.jpg,1,False,False,2026-05-24T16:59:19.393Z,2026-05-24T16:59:19.393Z,7wmiaj2fx,2026-05-24T16:59:19.402777Z,2026-05-24T16:59:19.402777Z,,,,,,,
SATELLITE TO RPT OPENER EVENT,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-04T03:00:00.000Z,2026-06-04T04:34:00.000Z,"800,000",3 SEATS,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:30.362Z,2026-05-15T08:25:30.362Z,80s4t01kz,2026-05-15T08:25:30.371817Z,2026-05-15T08:25:30.371817Z,,,,,,,
#40 MONDAY DEEPSTACK EVENT,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-25T08:00:00.000Z,2026-05-25T11:00:00.000Z,8.95M + 1.05M,600M,25K,20',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:35.365Z,2026-05-17T18:06:35.365Z,823l2hxad,2026-05-17T18:06:35.373962Z,2026-05-17T18:06:35.373962Z,,,,,,,
R - SATELLITE CREDIT 2M5,Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-27T07:00:00.000Z,2026-05-27T08:35:00.000Z,500K,2 TICKETS,10K,12'-10',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T16:59:58.395Z,2026-05-24T16:59:58.395Z,83ibdk19g,2026-05-24T16:59:58.403909Z,2026-05-24T16:59:58.403909Z,,,,,,,
Evening Storm 8-Max ( 20% ITM ),Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-29T14:30:00.000Z,2026-05-29T16:40:00.000Z,1.5M,10E,50K,30'/10',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:41.012Z,2026-05-24T16:59:41.012Z,86425whfu,2026-05-24T16:59:41.029319Z,2026-05-24T16:59:41.029319Z,,,,,,,
RPT MAIN EVENT - DAY 1E TURBO,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-12T10:00:00.000Z,2026-06-12T10:00:00.000Z,"27,500,000",20B,"40,000",30,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:07.306Z,2026-05-15T08:26:07.306Z,873s4p2f7,2026-05-15T08:26:07.320249Z,2026-05-15T08:26:07.320249Z,,,,,,,
R - SATELLITE FOR WEDNESDAY CASTLE,Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-27T03:00:00.000Z,2026-05-27T04:35:00.000Z,400K,4 TICKETS,10K,12'-10',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T16:59:58.105Z,2026-05-27T04:37:13.751Z,89b3byzbv,2026-05-24T16:59:58.113979Z,2026-05-27T04:37:13.777617Z,https://www.facebook.com/61576969660338/videos/1469626564389882,,,,,,
Deepstack Turbo,Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-28T08:00:00.000Z,2026-05-28T12:45:00.000Z,960K,100E,30K,25'/20',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:40.352Z,2026-05-24T16:59:40.352Z,8az034771,2026-05-24T16:59:40.364235Z,2026-05-24T16:59:40.364235Z,,,,,,,
R - HAPPY NIGHT 2M3 (25% ITM),Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-26T16:30:00.000Z,2026-05-26T17:40:00.000Z,2.3M,6E,40K,15'-10',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T16:59:58.019Z,2026-05-24T16:59:58.019Z,8dx1mjbnt,2026-05-24T16:59:58.028070Z,2026-05-24T16:59:58.028070Z,,,,,,,
R - SATURDAY KING,Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-30T03:30:00.000Z,2026-05-30T09:00:00.000Z,1.2M,100E,50K,30'-20',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T17:00:00.490Z,2026-05-24T17:00:00.490Z,8jjulg2m0,2026-05-24T17:00:00.510177Z,2026-05-24T17:00:00.510177Z,,,,,,,
RPT HAPPY NIGHT (25% ITM),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-12T16:30:00.000Z,2026-06-12T16:30:00.000Z,"2,300,000",12M,"40,000",15/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:07.850Z,2026-05-15T08:26:07.850Z,8nj2w8q2u,2026-05-15T08:26:07.860233Z,2026-05-15T08:26:07.860233Z,,,,,,,
HEAVEN ROUTINE,Heaven Poker Club,"7th Floor, IP3 Building, Imperial Plaza 360 Giai Phong Street, Phuong Liet Ward, Hanoi",2026-05-28T08:30:00.000Z,2026-05-28T12:30:00.000Z,480k,100 (Entries),20K,22'-18',https://i.ibb.co/pj7Mnrxk/9c8aa56e97cd.jpg,1,False,False,2026-05-24T16:59:18.923Z,2026-05-24T16:59:18.923Z,8pc7mbnlq,2026-05-24T16:59:18.933597Z,2026-05-24T16:59:18.933597Z,,,,,,,
Trò chơi EVENING SUPER STACK,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-27T10:30:00.000Z,2026-05-27T13:40:00.000Z,2.8M,80M,50K,20'-15',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:18.661Z,2026-05-24T17:00:18.661Z,8rob5jyas,2026-05-24T17:00:18.670773Z,2026-05-24T17:00:18.670773Z,,,,,,,
CENTER - P MINI DEEP STACK,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-25T10:00:00.000Z,2026-05-25T14:15:00.000Z,3.3M,30e,40K,25',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:58:57.067Z,2026-05-24T16:58:57.067Z,8u4khlunj,2026-05-24T16:58:57.075787Z,2026-05-24T16:58:57.075787Z,,,,,,,
RPT LAST CHANCE HIGH ROLLER,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-16T06:00:00.000Z,2026-06-16T06:00:00.000Z,"44,000,000",1.2B,"200,000",35/30,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:11.207Z,2026-05-15T08:26:11.207Z,8wcqo5oey,2026-05-15T08:26:11.221015Z,2026-05-15T08:26:11.221015Z,,,,,,,
SATELLITE FOR MINI DEEPSTACK,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-31T07:00:00.000Z,2026-05-31T08:30:00.000Z,650K,4 TICKETS,8K,12',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:59:01.343Z,2026-05-24T16:59:01.343Z,9103zwyom,2026-05-24T16:59:01.361827Z,2026-05-24T16:59:01.361827Z,,,,,,,
RPT CHAMPIONSHIP - DAY 1A (BONUS 100M FOR CHIP LEADER),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-13T05:00:00.000Z,2026-06-13T05:00:00.000Z,"38,500,000",15B,"50,000",35,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:08.275Z,2026-05-15T08:26:08.275Z,9195otpnv,2026-05-15T08:26:08.285405Z,2026-05-15T08:26:08.285405Z,,,,,,,
#63 ALL IN OR FOLD,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-28T13:00:00.000Z,2026-05-28T14:20:00.000Z,2M + 300K,-,5K,10',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:37.832Z,2026-05-17T18:06:37.832Z,93aazg0ea,2026-05-17T18:06:37.840392Z,2026-05-17T18:06:37.840392Z,,,,,,,
Superstack 8-Max ( 20% ITM ),Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-26T10:30:00.000Z,2026-05-26T14:25:00.000Z,2.3M,30E,40K,30'/20',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:39.358Z,2026-05-24T16:59:39.358Z,97thcu39o,2026-05-24T16:59:39.368975Z,2026-05-24T16:59:39.368975Z,,,,,,,
HEAVEN ROUTINE,Heaven Poker Club,"7th Floor, IP3 Building, Imperial Plaza 360 Giai Phong Street, Phuong Liet Ward, Hanoi",2026-05-31T08:30:00.000Z,2026-05-31T12:30:00.000Z,480k,100 (Entries),20K,22'-18',https://i.ibb.co/pj7Mnrxk/9c8aa56e97cd.jpg,1,False,False,2026-05-24T16:59:20.058Z,2026-05-24T16:59:20.058Z,994au4cut,2026-05-24T16:59:20.068029Z,2026-05-24T16:59:20.068029Z,,,,,,,
SATELLITE TO RPT SATURDAY KING,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-06T03:00:00.000Z,2026-06-06T04:34:00.000Z,"800,000",3 SEATS,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:32.962Z,2026-05-15T08:25:32.962Z,99syyn6c8,2026-05-15T08:25:32.975384Z,2026-05-15T08:25:32.975384Z,,,,,,,
SATELLITE TO RPT MAIN EVENT,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-03T13:00:00.000Z,2026-06-03T14:34:00.000Z,"3,100,000",1 SEAT,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:29.981Z,2026-05-15T08:25:29.981Z,9dkvjdo62,2026-05-15T08:25:29.996877Z,2026-05-15T08:25:29.996877Z,,,,,,,
Trò chơi TURBO 3,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-31T08:30:00.000Z,2026-05-31T12:00:00.000Z,1.2M,100M,18K,20'-15',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:21.247Z,2026-05-24T17:00:21.247Z,9e4s8utxn,2026-05-24T17:00:21.258799Z,2026-05-24T17:00:21.258799Z,,,,,,,
HEAVEN ROUTINE,Heaven Poker Club,"7th Floor, IP3 Building, Imperial Plaza 360 Giai Phong Street, Phuong Liet Ward, Hanoi",2026-05-26T08:30:00.000Z,2026-05-26T12:30:00.000Z,480k,100 (Entries),20K,22'-18',https://i.ibb.co/pj7Mnrxk/9c8aa56e97cd.jpg,1,False,False,2026-05-24T16:59:18.172Z,2026-05-24T16:59:18.172Z,9gg8ow4uh,2026-05-24T16:59:18.182130Z,2026-05-24T16:59:18.182130Z,,,,,,,
WEDNESDAY PRIME (FINAL TABLE) LIVE,Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-28T05:00:00.000Z,2026-05-28T05:00:00.000Z,-,Qualified,-,30',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:40.256Z,2026-05-24T16:59:40.256Z,9hb1li3o0,2026-05-24T16:59:40.265820Z,2026-05-24T16:59:40.265820Z,,,,,,,
Trò chơi HYPER AM,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-25T03:00:00.000Z,2026-05-25T05:45:00.000Z,600K,50M,16K,15',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:16.676Z,2026-05-25T04:07:35.190Z,9s8ms7zm6,2026-05-24T17:00:16.694847Z,2026-05-25T04:07:35.222744Z,https://www.facebook.com/100094699112719/videos/2279177542614193,,,,,,
RPT MINI DEEPSTACK (25% ITM),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-13T10:00:00.000Z,2026-06-13T10:00:00.000Z,"4,500,000",120M,"40,000",25/20,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:08.354Z,2026-05-15T08:26:08.354Z,9vvlgdqc9,2026-05-15T08:26:08.364313Z,2026-05-15T08:26:08.364313Z,,,,,,,
RPT RELAX EVENT (25% ITM),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-11T14:30:00.000Z,2026-06-11T14:30:00.000Z,"1,800,000",15M,"40,000",20/15,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:06.887Z,2026-05-15T08:26:06.887Z,9ya5wvd2y,2026-05-15T08:26:06.898026Z,2026-05-15T08:26:06.898026Z,,,,,,,
#66 MINI HIGH ROLLER,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-29T11:00:00.000Z,2026-05-29T14:40:00.000Z,20M + 2M,500M,100K,25',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:38.306Z,2026-05-17T18:06:38.306Z,9yn2viham,2026-05-17T18:06:38.319666Z,2026-05-17T18:06:38.319666Z,,,,,,,
RPT MICRO MAIN EVENT,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-11T04:30:00.000Z,2026-06-11T04:30:00.000Z,"6,600,000",600M,"40,000",35/30,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:06.123Z,2026-05-15T08:26:06.123Z,a5m9yq4e8,2026-05-15T08:26:06.137480Z,2026-05-15T08:26:06.137480Z,,,,,,,
RPT MINI DEEPSTACK (25% ITM),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-06T10:00:00.000Z,2026-06-06T14:05:00.000Z,"4,500,000",120M,"40,000",25/20,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:33.616Z,2026-05-15T08:25:33.616Z,a8f9psb46,2026-05-15T08:25:33.640073Z,2026-05-15T08:25:33.640073Z,,,,,,,
#19 MINI MAIN EVENT DAY 1D,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-23T09:00:00.000Z,2026-05-23T15:00:00.000Z,17.9M + 2.1M,13B,35K,30',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:33.929Z,2026-05-17T18:06:33.929Z,acoq3thc6,2026-05-17T18:06:33.942977Z,2026-05-17T18:06:33.942977Z,,,,,,,
FRIDAY RISING (FINAL TABLE) LIVE,Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-30T05:00:00.000Z,2026-05-30T05:00:00.000Z,-,Qualified,-,30',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:41.282Z,2026-05-24T16:59:41.282Z,ag8es5rmt,2026-05-24T16:59:41.291191Z,2026-05-24T16:59:41.291191Z,,,,,,,
Evening Storm 8-Max ( 20% ITM ),Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-26T14:30:00.000Z,2026-05-26T16:40:00.000Z,1.5M,10E,50K,30'/10',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:39.455Z,2026-05-24T16:59:39.455Z,ajy221ght,2026-05-24T16:59:39.468769Z,2026-05-24T16:59:39.468769Z,,,,,,,
#13 SUPERSTAR CHALLENGE DAY 1,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-21T04:30:00.000Z,2026-05-21T13:10:00.000Z,109M + 11M,-,200K,40',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:32.348Z,2026-05-21T04:42:52.991Z,ap18spnvm,2026-05-17T18:06:32.360763Z,2026-05-21T04:42:53.024830Z,https://www.facebook.com/61550020584729/videos/2701767696874847,,,,,,
CENTER - P MINI DEEP STACK,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-28T10:00:00.000Z,2026-05-28T14:15:00.000Z,3.3M,30e,40K,25',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:58:59.342Z,2026-05-24T16:58:59.342Z,aqjoqfwx4,2026-05-24T16:58:59.352331Z,2026-05-24T16:58:59.352331Z,,,,,,,
HEAVEN APOLLO,Heaven Poker Club,"7th Floor, IP3 Building, Imperial Plaza 360 Giai Phong Street, Phuong Liet Ward, Hanoi",2026-05-25T03:30:00.000Z,2026-05-25T08:30:00.000Z,720k,120 (Entries),50K,30'-22',https://i.ibb.co/pj7Mnrxk/9c8aa56e97cd.jpg,1,False,False,2026-05-24T16:59:17.647Z,2026-05-25T04:12:01.888Z,arrj9qz3y,2026-05-24T16:59:17.671289Z,2026-05-25T04:12:01.919361Z,https://www.facebook.com/HeavenPokerClub/videos/898663693243486,,,,,,
SATELLITE TO RPT HIGH ROLLER CHAMPIONSHIP,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-10T03:30:00.000Z,2026-06-10T03:30:00.000Z,"9,700,000",-,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:04.703Z,2026-05-15T08:26:04.703Z,avw5q4fn6,2026-05-15T08:26:04.718192Z,2026-05-15T08:26:04.718192Z,,,,,,,
RPT HAPPY NIGHT (25% ITM),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-09T16:30:00.000Z,2026-06-09T16:30:00.000Z,"2,300,000",12M,"40,000",15/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:04.404Z,2026-05-15T08:26:04.404Z,axg1n0yez,2026-05-15T08:26:04.423509Z,2026-05-15T08:26:04.423509Z,,,,,,,
